url,question,answer,label
https://www.lightinthebox.com/knowledge-base/?page_key=which-carrier-PC&prm=1.34.145.0,Which carrier will deliver my pacakge?How can i contact them?,"We cooperate with different shipping carriers to offer multiple shipping options, including the following:

Shipping Method	Region	Delivery Time
(business days)	Peak Season Delivery Time(business days)
Postal Service - No Tracking
Postal Service - Tracking	Brazil, Russia, Italy, Argentina, Chile, Mexico	15-35	20-45
All Other Countries	10-20	15-30
Expedited Postal	Russia & Brazil	10-25
Latin America (excluding Brazil)	7-15
All Other Countries	5-8
*Priority Line	The United States	4-7
Expedited Express	Worldwide (excluding Russia, Brazil & Greece)	3-5

Name for *Priority Line:
The United states	Economy Air
The other countries	Priority Line
Most of the shipments can be tracked via 17track. By clicking on the “Track” button in your order list, a 17track popup will appear to show the tracking details, including the local shipping company.


Click on the local shipping company’s name and you will be redirected to the shipping company's website, where you will be able to find the contact information.
*Priority LineCountry

Shipping Company in System

Local Shipping Company

Local Contact Information

Working Hours

France

France Priority Line- GFS Colissimo
France Priority Line- GFS Colissimo-Bat.
France Priority Line- GFS Colissimo2

Colissimo

A.France：3631
B.From abroad：0810821821
C.Leave message via La Poste's Facebook page

Mon–Fri 8：30-21:00, Sat. 8：30-18:00（Excluding holidays）

Italy

Italy Priority Line-GFS Poste Italiane

Poste Italiane

A.803.160

Postecert services and other online services (the number is free and active from Monday to Saturday from 8:00 to 20:00, excluding holidays)

B.800.316.181

for assistance on Poste Vita services (the number is free, active from Monday to Friday from 8:00 to 20:00 and on Saturday from 8:00 to 14:00)

Germany

Germany Priority Line-GFS DPD
Germany Priority Line-GFS DPD-PH

DPD

49(0)1806-373200

 

NL-BE-LU

NL-BE-LU Priority Line-GFS DHLpacket
NL-BE-LU Priority Line-GFS DHLpacket-PH

DHL

9002222120

 

United Kingdom

UK Priority Line-Intel-valley
UK Priority Line-Intel-valley-PH

Royal Mail

03456000606 OR 03457740740

 

Northern Euro

Northern Euro Priority Line-GFS

Lithuania Post plus

Sweden Telephone: 0771-33 33 10
From abroad: +46 771 33 33 10

Opening hours: Mon–Fri 8.00 a.m. – 5.00 p.m.

Danmark
Telephone: +45 70 70 70 30

Opening hours: Mon–Fri 8.00 a.m. – 7.00 p.m.

Norway
Telephone: 22 03 00 00

Opening hours: Mon–Fri 8.00 am – 6.00 pm/Sat 9.00am- 2.00 pm.

Finland
Telephone: +358 (0)100 85160

Opening hours: Mon–Fri 8.00 am – 4.00 pm.

Ireland Telephone: 01 705 7600

Opening hours: Mon–Fri 9.00 am - 5.30 pm.

Australia

AU Priority Line

Fastway

Telephone:1300 3278 929

Opening hours: Mon–Fri 8:00am - 5:00pm.

United States

US Priority Line-LITB1-First class
US Priority Line-LITB1-First class-PH
US Priority Line-ZG-PM-PH
US Priority Line-ZG-PM-Bat

USPS

Telephone:1-800-275-8777",Shipping & Delivery
https://www.lightinthebox.com/knowledge-base/?page_key=invoice-PC&prm=1.34.145.0,How to receive the invoice of my order？,"We’re sorry that our website don’t have invoice self-download service. However, you may contact customer service to request a invoice of your order. 

You may submit a “Resolve Customs Duties Issue” ticket to customer service once your package is shipped. Customer Service will provide the invoice to you in 24 hours. ",MY Orders
https://www.lightinthebox.com/knowledge-base/?page_key=Rregions-PC&prm=1.34.145.0,What countries or regions do you ship to?,"LightInTheBox.com ships worldwide to nearly every country across the globe, covering North and South America, Europe, Asia, Africa, Oceania, and more. We employ the services of major, trusted international carriers to ensure your package arrives to your destination safely and securely. Please refer to the chart below to check if we ship to your country.
Europe
Albania
Andorra
Austria
Belarus
Belgium
Bosnia
Bulgaria
Croatia
Czech Republic
Denmark
Estonia
Faeroe Islands
Finland
France
Germany
Gibraltar
Greece
Guernsey
Hungary
Iceland
Ireland
Italy
Jersey
Latvia
Liechtenstein
Lithuania
Luxembourg
Macedonia
Malta
Moldova
Monaco
Montenegro
Netherlands
Norway
Poland
Portugal
Romania
Russia
San Marino
Serbia
Slovakia
Slovenia
Spain
Sweden
Switzerland
Turkey
Ukraine
United Kingdom
Vatican City State
Americas
Anguilla
Antigua & Barbuda
Argentina
Aruba
Bahamas
Barbados
Belize
Bermuda
Bolivia
Brazil
Canada
Cayman Islands
Chile
Colombia
Costa Rica
Dominica
Dominican Republic
Ecuador
El Salvador
French Guiana
Guyana
Greenland
Grenada
Guadeloupe
St. Pierre & Miqurlon
Guatemala
Haiti
Honduras
Jamaica
Martinique
Mexico
Montserrat
NL Antilles
Nicaragua
Panama
Paraguay
Peru
Puerto Rico
St. Barthelemy
St. Kitts & Nevis
St. Lucia
St. Martin
Suriname
Trinidad & Tobago
United States
Uruguay
Venezurla
St. Vincent & the Grenadines
Africa
Algeria
Angola
Benin
Botswana
Burkina Faso
Burundi
Cameroon
Canary Islands
Cape Verde
Chad
Comoros
Cote D'Ivoire
Djibouti
Egypt
Ethiopia
Gabon
Gambia
Ghana
Guinea
Guinea Equatorial
Guinea-Bissau
Kenya
Lesotho
Liberia
Madagascar
Malawi
Mali
Mauritania
Mauritius
Mayotte
Morocco
Mozambique
Namibia
Niger
Nigeria
Reunion
Rwanda
Senegal
Seychelles
Sierra Leone
Somaliland
South Africa
Swaziland
Tanzania
Togo
Tunisia
Uganda
Western Sahara
Zambia
Zimbabwe
Sao Tome & Principe
Asia
Armenia
Azerbaijan
Bahrain
Bangladesh
Bhutan
Brunei
Cambodia
China
Cocos (Keeling) Islands
Cyprus
East Timor
Georgia
Hong Kong
India
Indonesia
Israel
Japan
Jordan
Kazakhstan
South Korea
Kuwait
Kyrgyzstan
Laos
Lebanon
Macau
Malaysia
Maldives
Mongolia
Myanmar
Nepal
Oman
Pakistan
Philippines
Qatar
Saudi Arabia
Singapore
Sri Lanka
Taiwan
Tajikistan
Thailand
Turkmenistan
Uzbekistan
Vietnam
Oceania
American Samoa
Australia
Christmas Island
Cook Islands
Falkland Islands
Fiji
French Polynesia
Guam
Kiribati
Marshall Islands
Micronesia
Nauru
New Caledonia
New Zealand
Niue
Norfolk Island
Northern Mariana
Palau
Papua New Guinea
Pitcairn Islands
Samoa
Solomon Islands
St. Helena
Tokelau
Tonga
Tuvalu
Vanuatu
Wallis and Futuna",Shipping & Delivery
https://www.lightinthebox.com/knowledge-base/?page_key=unsubscribe-letters-PC&prm=1.34.145.0,How to unsubscribe news letters,"1. Sign into “My Account” and click “My Orders”
2. Click “Email Subscriptions”, then click “Set up My Subscription Email Preference”

You can manage your email preferences on this page and choose to unsubscribe from both types of emails by selecting ""Unsubscribe from all advertising mails"" and clicking ""Update"".To unsubscribe from only one type of email, please uncheck the corresponding email type option and then click ""Update"".

Please note: it may take up to 48 hours for these changes to be applied. We appreciate your patience while we update your preferences.",My Account
https://www.lightinthebox.com/knowledge-base/?page_key=contact-local-shipping&prm=1.34.145.0,How do i contact local shipping viaYunExpress? ,"When shipments arrived in destination countries, we collaborated with various local shipping partners for orders sent via ""YunExpress"" (tracking number beginning with YT). The tracking number will be updated once the package has been delivered to the local carrier. Therefore, it's crucial to know where to look to locate the local tracking number and shipping partner of your package if you want more information on its current status.

YunExpress official website:https://www.yuntrack.com/parcelTracking
Step 1: Enter your YunExpress tracking number (beginning with YT) and click ""Track.""Step 2: Select“Last Mile Tracking” which is the local tracking number of your parcel.
Step 3: Find your parcel's local shipping company and contact information in “Additional Notes”.

With the local tracking number and the contact information, you can easily contact local shipping company to know more details of your package.

For further inquiries, feel free to contact our Customer Service.",Shipping & Delivery
https://www.lightinthebox.com/knowledge-base/?page_key=hong-long-payment-PC&prm=1.34.145.0,How long will it take for the payment to be accepted?(Why was i charged but the order is still pending?) ,"Please understand that processing times for international transactions can take longer than usual. Based on the method of payment, transfer times might vary. 

Timeline to Receive Payment Estimates:paypal-realtime
credit card-realtime
7 days
cred card(installment)-Realtime
Boleto、oxxo（off-line payment)-7 days
wire transfer-up to bank,usually 3-10 days
klarna paylater、klarna installment-realtime
In some cases, PayPal and credit/debit card payments may take up to 24 hours to confirm. We will notify you that we have received the payment by providing an email with the object ""Payment Confirmation for Order#_______ with LightInTheBox.com"".

If you have waited more than normal payment receiving timeline, but your order status is still pending, please double check first, whether you have duplicate orders of which the payment has already been confirmed. If you need further help, feel free to contact Customer Support.",Payment
https://www.lightinthebox.com/knowledge-base/?page_key=expedited-express-PC&prm=1.34.145.0,Why isn't my package delivered in 5 days since i paid for expedited express？,"Please understand the 3~5 business days is only for shipping via Expedited Express, which does not include the processing time fo the item(s). The Total Delivery Time consists of processing time and shipping time, TWO different parts.

Processing time: is the time it takes to get your order ready to leave our warehouses.

This includes preparing your items, performing quality checks, and packing for shipment. Processing time will be displayed on the product detail page after the size/color etc options have been chosen.

*For Made-To-Measure item: Processing time is simply the Tailoring time displayed on the product detail page.

*For Items marked Ships in 24: Processing time is guaranteed to be shorter than 24 hours.

Shipping time: is the time it takes to reach your destination address after the package is shipped out. It depends on the shipping method you choose. Also it shows business days delivery, so please take weekends into consideration when counting the estimated delivery date.",MY Orders
https://www.lightinthebox.com/knowledge-base/?page_key=register-account-PC&prm=1.34.145.0,Can i register the account with mobile phone number,"Registration & Login with Mobile Phone Number
Yes, you can register the account with mobile phone number when visiting Lightinthebox through the mobile browser or Lightinthebox App. To login you just have to enter your phone number, and password.
Registration & login with mobile phone number simplifies your registration and login by substituting ID credentials with the registered mobile number.",My Account
https://www.lightinthebox.com/knowledge-base/?page_key=calculate-shipping&prm=1.34.145.0,How do i calculate shipping costs?,"The shipping costs vary with the item(s), destination address, and the shipping method. You can see multiple shipping cost options on your check-out page.  

Step 1: Add the item(s) you are interested into your shopping cart, and click “Proceed to Checkout. 

Step 2: Complete your shipping address

Step 3: Select the shipping method according to your need

*Add duty & tax insurance to your order, why?

-If you buy Duty & Tax Insurance and your package is charged additional duties and taxes upon delivery, please contact our Customer Service and we will compensate the duty and tax you have paid.


*Add shipping insurance to your order, why?

-Shipping insurance offers premium protection and safety for your valuable items during international shipping. We'll reship your package immediately at no extra charge if it's reported lost or damaged.",Shipping & Delivery
https://www.lightinthebox.com/knowledge-base/?page_key=Made-to-measure-PC&prm=1.34.145.0,Weddings & Events Dresses(Made-to measure)FAQs,"*What does made-to-measure mean?

Made-to-measure means that all of our dresses, whether a standard or custom size, are tailored just for you once you place your order. This means that we don’t have a factory full of machine-made dresses, instead, they are all crafted by our highly skilled tailors.

*How do I measure my size for wedding and special occasion dresses?

A perfect-fitting dress starts with perfect measurements. Before ordering a made-to-measure dress from LightInTheBox.com, we strongly encourage finding a professional local tailor who can help you measure accurately. Measuring yourself at home is harder than you think! View the photos below for more information on how to properly take your measurements. 

Standard Dresses
Bust
*This is not your bra size!
*Wear an unpadded bra (your dress will have a built-in bra)
*Relax arms at sides
*Pull tape across the fullest
part of the bust

Waist
*Find the natural waist
*This is the smallest part of the waist
*Usually about 1 in. above belly button
*Keep tape slightly loose to 
allow for breathing room

Hips
*Find the widest part of the hips
*Usually about 7 in. below natural waist
*Tape should brush across both hipbones

Hollow to Floor
*Stand straight with feet together 
*Measure in bare feet
*Begin at the hollow space 
between the collarbones and
pull tape straight down to the floor
*To fit high heels, we’ll add
an extra 5 cm onto custom-sized
floor-length dresses and dresses with trains

Height
* Stand straight with feet together
* Measure in bare feet
* Begin at the top of the head and 
pull tape straight down to the floor

Maternity Dresses
Upper Bust
*Relax arms at sides
*Measure the highest part of the chest
*Pull the tape right underneath the arms

Bust
*This is not your bra size!
*Wear an unpadded bra (your dress will have a built-in bra)
*Relax arms at sides
*Pull tape across the fullest part of the bust

Under Bust
*Measure immediately under breasts

Around Belly
*Find the fullest part of the belly
*Pull tape around the belly
*Keep tape slight loose for comfort

Hips
*Find the widest part of the hips
*Usually about 7 in. below natural waist
*Make sure tape is parallel to the floor
*Tape should brush across both hipbones

Hollow to Floor
*Stand straight with feet together 
*Measure in bare feet
*Begin at the hollow space between the collarbones and pull tape straight down to the floor
*To fit high heels, we’ll add an extra 5 cm onto custom-sized floor-length dresses and dresses with trains

Height
* Stand straight with feet together
* Measure in bare feet
* Begin at the top of the head and pull tape straight down to the floor

For Bridal Jacket/ Mini Wraps
Bust
Bust-Not your bra size! Take the tape around your back and bring it across the fullest part of your bust.

Shoulder
Shoulder - From the edge of the shoulder socket, measure across the back to the same point on the other shoulder.

Arm Length
Arm Length - Measure from your shoulder point to the wrist.

Armscye
Measure from the top of the shoulder, down the front of the shoulder, under the arm pit, and up the back of the shoulder.

*Can I modify a dress' design such as style/fabric/length?

Each dress is carefully tailored to match exactly what you see in the photos, and unfortunately, we are unable to modify the style, length, or material in any way. If you haven’t found exactly what you’re looking for yet, the “Narrow by” search function on the left-hand side of each dress category’s main page can help you find the perfect combination.

*Can I cancel the made-to-measure dress if I change my mind?

Our dresses aren’t just pulled from a warehouse - once your order is confirmed, our tailors begin selecting materials in the color you requested and cutting fabric based on your measurements. Even standard size dresses are made-to-measure for each customer. The custom nature of our dresses means our cancellation policy is stricter than for other items, so it’s important to order carefully. Please see the table below for our cancellation policy:
Within 24 hours of payment confirmation: Full Refund. 
24 hours after payment confirmation: 50% refund product price, full refund shipping price. 

*Can I change my made-to-measure dress size after I placed my order?

The custom nature of our dresses also means our change policy for the made-to-measure dress is stricter than for other items. By changing within 24 hours of payment confirmation*, there will be no additional charges. After 24 hours have passed, there will be additional charges (50% product price of the made-to-measure item) involved in changing your order. 
 
*When you receive an email entitled ""Payment Confirmation for Order# XXXXXXX with LightInTheBox.com,"" your payment has been confirmed.
",MY Orders
https://www.lightinthebox.com/knowledge-base/?page_key=pre-sale-question-PC&prm=1.34.145.0,What if i have Pre-Sale question for the item before placing an order？,"Please refer to the steps below if you require further assistance with your pre-sales order: Select the product and scroll down till you locate “Ask a New Question” under the product's Q&A.

Click on it to proceed as shown below.

Next, you will be directed to an online form to submit an inquiry. Double confirm your desired product as shown and fill in all the information on the left where applicable. Lastly, click on “submit” once you are ready to submit your inquiry. Our dedicated team will respond within the next 24 hours. Kindly refer to the image below.

Once you have submitted the inquiry, you may track its progress on “My Inquiries” via Home > Personal Center > My Inquiries or Click Here for more information.

Important : Tips for writing questions

1. Don't include any personal information such as your name, email address or other contact info, submissions with personal data may be rejected.

2. Ask a question directly related to this product, category or topic.

3. If you want to know if a product will be right for you, include as much detail as possible (where will you use it, how often, concerns you may have ).

4. To comment on a product without asking a question, please use ratings and reviews.
",MY Orders
https://www.lightinthebox.com/knowledge-base/?page_key=earn-rewards-credit-PC&prm=1.34.145.0,How do i earn Rewards & Credit?,"Rewards:

There are multiple ways to earn Rewards.

1. A Member that makes a Qualifying Purchase (defined below) may earn Rewards equal to 1% of the Net Amount (defined below) paid for that purchase.

Qualifying Purchase means a purchase placed online of one or more products from LightInTheBox.com that is paid in full.

Net Amount means the cash amount paid by the Member for the product(s) purchased in the Qualifying Purchase after applying discounts or other Rewards & Credits or deductions.

2. Promotional Events will be held periodically during which promotional Rewards can be earned according to the Event Rules.

Restrictions:
- Rewards are not awarded for purchases paid for in their entirety with Rewards & Credit. The balance of a Purchase paid for in part with Rewards & Credit is eligible to earn Rewards on the portion of the balance not paid for with Rewards & Credit.
- Rewards will be posted to your Rewards & Credit account once delivery is confirmed and you have written a review on the items in your order.
- Rewards awarded are rounded down to the nearest cent, excluding JPY, CLP, NOK, DKK, SEK, KRW, which are rounded down to the nearest whole unit.

When will my accrued Rewards post to my account?
Rewards will be posted to your Rewards & Credit account once delivery is confirmed and you have written a review on the items in your order.

You can follow these five steps to complete your review.


Step 1 Click the “Confirm Package Received” button on either your ‘My Orders’ page or your ‘Order Details’ page. If we have already confirmed you have received the items, you can still click the “Write a Review” button on these pages instead of the “Confirm Package Received” button.
Step 2 Click the “Confirm” button to be taken to the ‘Package Review’ page.
Step 3 On the ‘Package Review’ page, please complete your review.
Step 4 Once you successfully submit your review, your Rewards for this order will be posted to your Rewards & Credit account, and you will be taken to your ‘Order Details’ page, which will display your updated Rewards balance.
Step 5 You can check your Rewards & Credit Balance on the Rewards & Credit page.",My Reward & Credit
https://www.lightinthebox.com/knowledge-base/?page_key=rush-PC&prm=1.34.145.0,Can i rush my order？,"Unfortunately, at this time you are not allowed to rush your order, because we are outsourcing from our global suppliers and all the orders fulfillment are in queue. If you require that your order arrives before a specific day or in case you need products urgently, you should reach out to Customer Support.",MY Orders
https://www.lightinthebox.com/knowledge-base/?page_key=return-postage-PC&prm=1.34.145.0,Who will pay for the return postage?,"If you need to exchange or return the item(s) due to faulty item(s), damaged/broken, mis-shipped or soiled upon arrival, we will bear the shipping fee for the exchanges and returns. If that is not the case, you have to bear the cost of shipping the item(s) to our warehouse.",Return & Refund
https://www.lightinthebox.com/knowledge-base/?page_key=shipping-address&prm=1.34.145.0,Can i change shipping address?,"-- Change the shipping address regarding the unshipped order you have placed
After sign in to “My Orders”, you can easily find each order you've placed and its current status.  You can open each Order Details page by clicking on either the Order Number or View Details.

--Change the shipping address regarding the shipped order you have placed

LITB store orders ship quickly, we do not allow changes to the shipping address or shipping country once the order has been shipped out because the freight cannot be recalculated and collected.

When the parcel has arrived at your destination country, you can contact the carrier for redirecting the parcel.",Shipping & Delivery
https://www.lightinthebox.com/knowledge-base/?page_key=purchase-without-registration-PC&prm=1.34.145.0,Can i purchase without registration?,"Once you have added items to the shopping cart you can choose to proceed to Check-out or Check-out with PayPal.
Proceed to Check-out
By selecting “Proceed to Check-out”, you will be redirected to the following page where you can choose to Register & Sign in or to check out through your social media account.
If you sign in with your Facebook or Google account to proceed with the check-out, the related social account will be your login account on Lightinthebox website. You can use the same way to login Lightinthebox to follow your orders.

Check-out with PayPal
By selecting “Check-out with PayPal”, you will be redirected to the login page of paypal website. After you sign in, the email address of your PayPal account will be created as your Lightinthebox login account and a confirmation email with random password for this Lightinthebox account will be sent to that email box. You can use the same account to login Lightinthebox to follow your orders.",My Account
